Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Peak Freq (Hz)	Begin File	Delta Freq (Hz)	USV TYPE
2569	Spectrogram 1	1	898.381847074	898.419583395	0.038	48652.7	55638.7	53222.7	54199.2	ch1-2018-11-20_10-39-58_0000019.wav	6986.0	FM
2570	Spectrogram 1	1	899.210922678	899.274715031	0.064	39322.9	53906.3	50293.0	51269.5	ch1-2018-11-20_10-39-58_0000019.wav	14583.4	TR
2571	Spectrogram 1	1	899.401401252	899.469236782	0.068	34930.1	69361.3	39062.5	39550.8	ch1-2018-11-20_10-39-58_0000019.wav	34431.2	TR
2572	Spectrogram 1	1	900.253012507	900.313660166	0.061	34930.1	61127.7	37109.4	37109.4	ch1-2018-11-20_10-39-58_0000019.wav	26197.6	ST
2573	Spectrogram 1	1	900.754685467	900.802305111	0.048	52644.7	61876.2	60058.6	60058.6	ch1-2018-11-20_10-39-58_0000019.wav	9231.5	TR
2574	Spectrogram 1	1	900.912818623	900.963133718	0.050	34680.6	56636.7	37109.4	37109.4	ch1-2018-11-20_10-39-58_0000019.wav	21956.1	ST
2575	Spectrogram 1	1	901.596398082	901.637728339	0.041	52644.7	61876.2	57128.9	57128.9	ch1-2018-11-20_10-39-58_0000019.wav	9231.5	FM
2576	Spectrogram 1	1	901.731404603	901.771602431	0.040	31437.1	37142.9	34668.0	34668.0	ch1-2018-11-20_10-39-58_0000019.wav	5705.8	FL
2577	Spectrogram 1	1	902.312770315	902.424856174	0.112	36458.3	61197.9	38085.9	38085.9	ch1-2018-11-20_10-39-58_0000019.wav	24739.6	CMP
2578	Spectrogram 1	1	902.587481749	902.637796844	0.050	27944.1	68113.8	43457.0	43457.0	ch1-2018-11-20_10-39-58_0000019.wav	40169.7	CMP
2579	Spectrogram 1	1	903.042686167	903.133882277	0.091	44660.7	58133.7	54199.2	53710.9	ch1-2018-11-20_10-39-58_0000019.wav	13473.0	TR
2580	Spectrogram 1	1	903.775171161	903.797633257	0.022	42914.2	65104.2	61523.4	61523.4	ch1-2018-11-20_10-39-58_0000019.wav	22190.0	CMP
2581	Spectrogram 1	1	904.036629958	904.065381441	0.029	43912.2	48153.7	45898.4	45898.4	ch1-2018-11-20_10-39-58_0000019.wav	4241.5	FL
2582	Spectrogram 1	1	904.932435191	904.965679094	0.033	44660.7	75598.8	54199.2	54199.2	ch1-2018-11-20_10-39-58_0000019.wav	30938.1	TR
2583	Spectrogram 1	1	905.162447054	905.237021213	0.075	49401.2	55389.2	50781.2	50781.2	ch1-2018-11-20_10-39-58_0000019.wav	5988.0	FL
2584	Spectrogram 1	1	905.451655535	905.457932362	0.006	47654.7	51302.1	49804.7	49804.7	ch1-2018-11-20_10-39-58_0000019.wav	3647.4	SH
2585	Spectrogram 1	1	905.590009487	905.639650719	0.050	43912.2	76347.3	52734.4	52734.4	ch1-2018-11-20_10-39-58_0000019.wav	32435.1	TR
2586	Spectrogram 1	1	905.833017413	905.850088606	0.017	57135.7	66117.8	60546.9	60058.6	ch1-2018-11-20_10-39-58_0000019.wav	8982.1	RP
2587	Spectrogram 1	1	906.147037515	906.181179901	0.034	38423.2	68612.8	48339.8	48339.8	ch1-2018-11-20_10-39-58_0000019.wav	30189.6	TR
2588	Spectrogram 1	1	906.730104012	906.777723656	0.048	44147.8	49794.7	47363.3	47363.3	ch1-2018-11-20_10-39-58_0000019.wav	5646.9	FL
2589	Spectrogram 1	1	907.389713503	907.460918347	0.071	26822.9	68275.2	50293.0	50781.2	ch1-2018-11-20_10-39-58_0000019.wav	41452.3	TR
2590	Spectrogram 1	1	907.859873168	907.898058731	0.038	46714.6	54928.1	51757.8	50293.0	ch1-2018-11-20_10-39-58_0000019.wav	8213.5	FM
2591	Spectrogram 1	1	908.007224518	908.053047193	0.046	39014.4	61088.3	53222.7	53710.9	ch1-2018-11-20_10-39-58_0000019.wav	22073.9	TR
2592	Spectrogram 1	1	908.359120856	908.369902662	0.011	60831.6	74435.3	71289.1	71289.1	ch1-2018-11-20_10-39-58_0000019.wav	13603.7	RP
2593	Spectrogram 1	1	908.837545938	908.891005726	0.053	34394.3	63655.0	56152.3	59570.3	ch1-2018-11-20_10-39-58_0000019.wav	29260.7	TR
2594	Spectrogram 1	1	909.320726424	909.383620293	0.063	45687.9	61858.3	56640.6	57617.2	ch1-2018-11-20_10-39-58_0000019.wav	16170.4	TR
2595	Spectrogram 1	1	909.478181761	909.509179454	0.031	34394.3	57238.2	54687.5	54687.5	ch1-2018-11-20_10-39-58_0000019.wav	22843.9	ST
2596	Spectrogram 1	1	909.819156378	909.864080570	0.045	45944.6	57238.2	54199.2	54687.5	ch1-2018-11-20_10-39-58_0000019.wav	11293.6	TR
2597	Spectrogram 1	1	909.960218341	910.004693291	0.044	53388.1	58521.6	55664.1	55664.1	ch1-2018-11-20_10-39-58_0000019.wav	5133.5	FL
2598	Spectrogram 1	1	910.193529202	910.233062491	0.040	51078.0	61858.3	59570.3	60546.9	ch1-2018-11-20_10-39-58_0000019.wav	10780.3	TR
2599	Spectrogram 1	1	910.306288924	910.384906260	0.079	32597.5	58521.6	54687.5	55664.1	ch1-2018-11-20_10-39-58_0000019.wav	25924.1	ST
2600	Spectrogram 1	1	910.620726315	910.652847113	0.032	52361.4	60831.6	57128.9	57128.9	ch1-2018-11-20_10-39-58_0000019.wav	8470.2	TR
2601	Spectrogram 1	1	910.957461130	910.985922546	0.028	55184.8	62628.3	60058.6	61035.2	ch1-2018-11-20_10-39-58_0000019.wav	7443.5	TR
2602	Spectrogram 1	1	911.224760072	911.271031990	0.046	53388.1	64425.1	60058.6	60546.9	ch1-2018-11-20_10-39-58_0000019.wav	11037.0	FM
2603	Spectrogram 1	1	911.432456949	911.480076593	0.048	55954.8	65195.1	62988.3	63476.6	ch1-2018-11-20_10-39-58_0000019.wav	9240.3	TR
2604	Spectrogram 1	1	911.560940138	911.602719637	0.042	49538.0	55954.8	54199.2	53710.9	ch1-2018-11-20_10-39-58_0000019.wav	6416.8	ST
2605	Spectrogram 1	1	912.030439548	912.072668288	0.042	51078.0	78798.8	67382.8	54687.5	ch1-2018-11-20_10-39-58_0000019.wav	27720.8	TR
2606	Spectrogram 1	1	912.952413514	912.971730917	0.019	58264.9	68018.5	65429.7	66894.5	ch1-2018-11-20_10-39-58_0000019.wav	9753.6	FM
2607	Spectrogram 1	1	913.054391430	913.113242121	0.059	52874.7	60061.6	58593.8	58593.8	ch1-2018-11-20_10-39-58_0000019.wav	7186.9	FM
2608	Spectrogram 1	1	913.748862728	913.790642227	0.042	57494.9	66735.1	63964.8	63964.8	ch1-2018-11-20_10-39-58_0000019.wav	9240.2	FM
2609	Spectrogram 1	1	913.961803398	913.991902607	0.030	57494.9	65965.1	62011.7	63964.8	ch1-2018-11-20_10-39-58_0000019.wav	8470.2	FM
2610	Spectrogram 1	1	915.276986397	915.307085606	0.030	55441.5	62115.0	59082.0	59082.0	ch1-2018-11-20_10-39-58_0000019.wav	6673.5	TR
2611	Spectrogram 1	1	915.414005183	915.436018037	0.022	53644.8	59804.9	58105.5	58105.5	ch1-2018-11-20_10-39-58_0000019.wav	6160.1	FM
2612	Spectrogram 1	1	915.674565496	915.715671131	0.041	52083.3	62371.7	59082.0	60546.9	ch1-2018-11-20_10-39-58_0000019.wav	10288.4	TR
2613	Spectrogram 1	1	915.970036415	916.002831075	0.033	52361.4	65451.7	62500.0	59570.3	ch1-2018-11-20_10-39-58_0000019.wav	13090.3	FM
2614	Spectrogram 1	1	916.265188356	916.305620129	0.040	48511.3	66221.8	63964.8	64941.4	ch1-2018-11-20_10-39-58_0000019.wav	17710.5	TR
2615	Spectrogram 1	1	916.672871442	916.725881989	0.053	51848.0	79825.5	63476.6	63964.8	ch1-2018-11-20_10-39-58_0000019.wav	27977.5	TR
2616	Spectrogram 1	1	918.333163353	918.374493610	0.041	51591.4	59548.3	57617.2	57617.2	ch1-2018-11-20_10-39-58_0000019.wav	7956.9	TR
2617	Spectrogram 1	1	918.729549031	918.765488385	0.036	35677.6	64168.4	59570.3	59570.3	ch1-2018-11-20_10-39-58_0000019.wav	28490.8	ST
2618	Spectrogram 1	1	919.482600841	919.578289370	0.096	38757.7	73922.0	42480.5	40527.3	ch1-2018-11-20_10-39-58_0000019.wav	35164.3	TR
2619	Spectrogram 1	1	919.718452849	919.760232347	0.042	41837.8	67248.5	62988.3	60058.6	ch1-2018-11-20_10-39-58_0000019.wav	25410.7	ST
2620	Spectrogram 1	1	920.163700389	920.239173031	0.075	35420.9	82648.9	62988.3	62500.0	ch1-2018-11-20_10-39-58_0000019.wav	47228.0	TR
2621	Spectrogram 1	1	920.793235428	920.856353918	0.063	42351.1	58008.2	53710.9	53710.9	ch1-2018-11-20_10-39-58_0000019.wav	15657.1	TR
2622	Spectrogram 1	1	921.043013936	921.059635887	0.017	56211.5	68275.2	63476.6	63476.6	ch1-2018-11-20_10-39-58_0000019.wav	12063.7	IU
2623	Spectrogram 1	1	921.467603542	921.512527734	0.045	42351.1	58521.6	53710.9	53710.9	ch1-2018-11-20_10-39-58_0000019.wav	16170.5	TR
2624	Spectrogram 1	1	921.649791942	921.699208553	0.049	32084.2	53388.1	35644.5	36132.8	ch1-2018-11-20_10-39-58_0000019.wav	21303.9	ST
2625	Spectrogram 1	1	921.733800181	921.747277439	0.013	55184.8	63655.0	57617.2	57617.2	ch1-2018-11-20_10-39-58_0000019.wav	8470.2	ST
2626	Spectrogram 1	1	922.167016502	922.206549791	0.040	44661.2	73922.0	53222.7	53710.9	ch1-2018-11-20_10-39-58_0000019.wav	29260.8	TR
2627	Spectrogram 1	1	922.355248866	922.418142735	0.063	36718.8	66991.8	39062.5	39550.8	ch1-2018-11-20_10-39-58_0000019.wav	30273.0	ST
2628	Spectrogram 1	1	922.767701746	922.837558864	0.070	46457.9	56468.2	53710.9	53222.7	ch1-2018-11-20_10-39-58_0000019.wav	10010.3	TR
2629	Spectrogram 1	1	922.977722343	923.023320398	0.046	35156.2	58264.9	44921.9	45410.2	ch1-2018-11-20_10-39-58_0000019.wav	23108.7	TR
2630	Spectrogram 1	1	923.231017275	923.297055837	0.066	32552.1	58778.2	34668.0	34668.0	ch1-2018-11-20_10-39-58_0000019.wav	26226.1	ST
2631	Spectrogram 1	1	923.533879884	923.608004801	0.074	42351.1	75718.7	53710.9	54687.5	ch1-2018-11-20_10-39-58_0000019.wav	33367.6	TR
2632	Spectrogram 1	1	924.506790055	924.538686231	0.032	38757.7	65195.1	48339.8	63476.6	ch1-2018-11-20_10-39-58_0000019.wav	26437.4	TR
2633	Spectrogram 1	1	925.233613966	925.263263933	0.030	42607.8	46971.3	44921.9	44921.9	ch1-2018-11-20_10-39-58_0000019.wav	4363.5	FL
2634	Spectrogram 1	1	926.166534412	926.199329072	0.033	42864.5	55698.2	51269.5	54199.2	ch1-2018-11-20_10-39-58_0000019.wav	12833.7	TR
2635	Spectrogram 1	1	926.821128686	926.866277499	0.045	35164.3	59291.6	44921.9	58105.5	ch1-2018-11-20_10-39-58_0000019.wav	24127.3	TR
2636	Spectrogram 1	1	927.039684880	927.105948063	0.066	33072.9	58521.6	35156.2	35156.2	ch1-2018-11-20_10-39-58_0000019.wav	25448.7	ST
2637	Spectrogram 1	1	927.501231438	927.507970067	0.007	43214.3	47741.3	46875.0	46875.0	ch1-2018-11-20_10-39-58_0000019.wav	4527.0	SH
2638	Spectrogram 1	1	927.681377448	927.730794059	0.049	42351.1	48511.3	44433.6	44921.9	ch1-2018-11-20_10-39-58_0000019.wav	6160.2	FM
2639	Spectrogram 1	1	927.915677910	927.949820296	0.034	41324.4	52618.1	49804.7	50293.0	ch1-2018-11-20_10-39-58_0000019.wav	11293.7	TR
2640	Spectrogram 1	1	928.169573150	928.235088915	0.066	42094.5	77515.4	51757.8	49316.4	ch1-2018-11-20_10-39-58_0000019.wav	35420.9	TR
2641	Spectrogram 1	1	928.431284564	928.468571644	0.037	42351.1	46457.9	43945.3	43945.3	ch1-2018-11-20_10-39-58_0000019.wav	4106.8	FL
2642	Spectrogram 1	1	928.941942363	928.995402151	0.053	33367.6	61601.6	55175.8	57617.2	ch1-2018-11-20_10-39-58_0000019.wav	28234.0	TR
2643	Spectrogram 1	1	929.444513806	929.496625869	0.052	29260.8	57238.2	50293.0	50781.2	ch1-2018-11-20_10-39-58_0000019.wav	27977.4	ST
2644	Spectrogram 1	1	929.674974911	929.701929426	0.027	43121.1	50821.4	48339.8	49316.4	ch1-2018-11-20_10-39-58_0000019.wav	7700.3	FM
2645	Spectrogram 1	1	930.351932969	930.388321565	0.036	41324.4	57751.5	50293.0	50781.2	ch1-2018-11-20_10-39-58_0000019.wav	16427.1	TR
2646	Spectrogram 1	1	930.907694022	930.953741319	0.046	38244.4	64938.4	58593.8	46386.7	ch1-2018-11-20_10-39-58_0000019.wav	26694.0	TR
2647	Spectrogram 1	1	931.447208810	931.503364050	0.056	33624.2	39784.4	35644.5	35644.5	ch1-2018-11-20_10-39-58_0000019.wav	6160.2	FM
2648	Spectrogram 1	1	932.278158534	932.334987637	0.057	40297.7	67761.8	48828.1	48828.1	ch1-2018-11-20_10-39-58_0000019.wav	27464.1	TR
2649	Spectrogram 1	1	932.697269293	932.709398825	0.012	43891.2	47227.9	45898.4	45898.4	ch1-2018-11-20_10-39-58_0000019.wav	3336.7	FL
2650	Spectrogram 1	1	932.935367510	932.979842460	0.044	37474.3	71868.6	50781.2	53222.7	ch1-2018-11-20_10-39-58_0000019.wav	34394.3	TR
2651	Spectrogram 1	1	933.472881511	933.513313284	0.040	34394.3	61345.0	55175.8	58105.5	ch1-2018-11-20_10-39-58_0000019.wav	26950.7	ST
2652	Spectrogram 1	1	933.686271423	933.693908536	0.008	43634.5	45687.9	44921.9	44921.9	ch1-2018-11-20_10-39-58_0000019.wav	2053.4	SH
2653	Spectrogram 1	1	933.881396721	933.898917156	0.018	57751.5	64425.1	63476.6	63476.6	ch1-2018-11-20_10-39-58_0000019.wav	6673.6	FM
2654	Spectrogram 1	1	934.310840044	934.340490011	0.030	37217.7	62885.0	59082.0	59570.3	ch1-2018-11-20_10-39-58_0000019.wav	25667.3	TR
2655	Spectrogram 1	1	934.561966277	934.575892777	0.014	57238.2	60574.9	59082.0	58593.8	ch1-2018-11-20_10-39-58_0000019.wav	3336.7	FL
2656	Spectrogram 1	1	936.214782575	936.252069654	0.037	46201.2	51591.4	49804.7	49804.7	ch1-2018-11-20_10-39-58_0000019.wav	5390.2	FL
2657	Spectrogram 1	1	936.327542297	936.367524828	0.040	40297.7	53901.4	47851.6	47851.6	ch1-2018-11-20_10-39-58_0000019.wav	13603.7	CMP
2658	Spectrogram 1	1	936.512180726	936.544526144	0.032	49281.3	53901.4	51757.8	51757.8	ch1-2018-11-20_10-39-58_0000019.wav	4620.1	FL
2659	Spectrogram 1	1	937.088329532	937.128087442	0.040	38757.7	65451.7	48828.1	48828.1	ch1-2018-11-20_10-39-58_0000019.wav	26694.0	ST
2660	Spectrogram 1	1	937.670146616	937.706588879	0.036	43377.8	65708.4	61523.4	45410.2	ch1-2018-11-20_10-39-58_0000019.wav	22330.6	TR
2661	Spectrogram 1	1	937.839115245	937.913186494	0.074	33333.3	68275.2	35644.5	35644.5	ch1-2018-11-20_10-39-58_0000019.wav	34941.9	ST
2662	Spectrogram 1	1	938.146482966	938.199268892	0.053	41581.1	54671.5	51757.8	52734.4	ch1-2018-11-20_10-39-58_0000019.wav	13090.4	TR
2663	Spectrogram 1	1	938.443463468	938.594008667	0.151	31770.8	67248.5	34668.0	34179.7	ch1-2018-11-20_10-39-58_0000019.wav	35477.7	ST
2664	Spectrogram 1	1	939.001579443	939.047514430	0.046	38244.4	62371.7	45410.2	46386.7	ch1-2018-11-20_10-39-58_0000019.wav	24127.3	TR
2665	Spectrogram 1	1	939.198235094	939.214857045	0.017	53644.8	59034.9	57617.2	57617.2	ch1-2018-11-20_10-39-58_0000019.wav	5390.1	RP
2666	Spectrogram 1	1	939.825372858	939.927350773	0.102	32291.7	58264.9	33691.4	33203.1	ch1-2018-11-20_10-39-58_0000019.wav	25973.2	ST
2667	Spectrogram 1	1	940.566842690	940.653995622	0.087	32854.2	63911.7	36621.1	37109.4	ch1-2018-11-20_10-39-58_0000019.wav	31057.5	ST
2668	Spectrogram 1	1	941.085151990	941.126033005	0.041	42607.8	65965.1	51757.8	51757.8	ch1-2018-11-20_10-39-58_0000019.wav	23357.3	TR
2669	Spectrogram 1	1	941.589969644	941.625010513	0.035	29517.5	54671.5	33691.4	33691.4	ch1-2018-11-20_10-39-58_0000019.wav	25154.0	ST
2670	Spectrogram 1	1	941.940181716	941.981511973	0.041	47484.6	55954.8	53222.7	53222.7	ch1-2018-11-20_10-39-58_0000019.wav	8470.2	CMP
2671	Spectrogram 1	1	942.272237855	942.293801467	0.022	41837.8	53131.4	48828.1	50293.0	ch1-2018-11-20_10-39-58_0000019.wav	11293.6	FM
2672	Spectrogram 1	1	942.763143398	942.795039575	0.032	41837.8	49281.3	47363.3	48339.8	ch1-2018-11-20_10-39-58_0000019.wav	7443.5	CMP
2673	Spectrogram 1	1	942.827834235	942.882417128	0.055	41666.7	65965.1	59082.0	59570.3	ch1-2018-11-20_10-39-58_0000019.wav	24298.4	TR
2674	Spectrogram 1	1	943.438844848	943.475682686	0.037	45431.2	50051.3	47851.6	48828.1	ch1-2018-11-20_10-39-58_0000019.wav	4620.1	FL
2675	Spectrogram 1	1	943.648265138	943.687349185	0.039	45174.5	51078.0	49316.4	49804.7	ch1-2018-11-20_10-39-58_0000019.wav	5903.5	FL
2676	Spectrogram 1	1	944.028470912	944.055874669	0.027	44404.5	50308.0	48828.1	48828.1	ch1-2018-11-20_10-39-58_0000019.wav	5903.5	FL
2677	Spectrogram 1	1	944.233549848	944.276003210	0.042	42708.3	66991.8	51269.5	52246.1	ch1-2018-11-20_10-39-58_0000019.wav	24283.5	TR
2678	Spectrogram 1	1	944.535461220	944.585776315	0.050	32854.2	62628.3	36132.8	36621.1	ch1-2018-11-20_10-39-58_0000019.wav	29774.1	ST
2679	Spectrogram 1	1	945.124652431	945.165084204	0.040	34907.6	60318.3	37109.4	37109.4	ch1-2018-11-20_10-39-58_0000019.wav	25410.7	ST
2680	Spectrogram 1	1	945.202820525	945.262120458	0.059	37987.7	42094.5	41015.6	41015.6	ch1-2018-11-20_10-39-58_0000019.wav	4106.8	FL
2681	Spectrogram 1	1	945.398577300	945.460572685	0.062	37731.0	75718.7	39550.8	39550.8	ch1-2018-11-20_10-39-58_0000019.wav	37987.7	ST
2682	Spectrogram 1	1	946.002414433	946.084176462	0.082	33624.2	67505.1	36621.1	58105.5	ch1-2018-11-20_10-39-58_0000019.wav	33880.9	CMP
2683	Spectrogram 1	1	946.272734999	946.284864531	0.012	58521.6	71355.2	67871.1	67382.8	ch1-2018-11-20_10-39-58_0000019.wav	12833.6	RP
2684	Spectrogram 1	1	946.601580084	946.686486807	0.085	33880.9	62115.0	36621.1	36621.1	ch1-2018-11-20_10-39-58_0000019.wav	28234.1	ST
2685	Spectrogram 1	1	946.994985741	947.055633400	0.061	45431.2	58521.6	52734.4	52246.1	ch1-2018-11-20_10-39-58_0000019.wav	13090.4	TR
2686	Spectrogram 1	1	947.290937854	947.327775691	0.037	50308.0	60831.6	59082.0	59082.0	ch1-2018-11-20_10-39-58_0000019.wav	10523.6	TR
2687	Spectrogram 1	1	947.509686717	947.568537408	0.059	35934.3	60831.6	59082.0	59082.0	ch1-2018-11-20_10-39-58_0000019.wav	24897.3	ST
2688	Spectrogram 1	1	948.100839568	948.136778922	0.036	47997.9	78285.4	56152.3	56152.3	ch1-2018-11-20_10-39-58_0000019.wav	30287.5	TR
2689	Spectrogram 1	1	948.209556113	948.265711353	0.056	51078.0	59548.3	57617.2	58105.5	ch1-2018-11-20_10-39-58_0000019.wav	8470.3	FM
2690	Spectrogram 1	1	948.341183995	948.865898557	0.525	28234.1	53901.4	31250.0	30761.7	ch1-2018-11-20_10-39-58_0000019.wav	25667.3	ST
2691	Spectrogram 1	1	949.052112572	949.106021602	0.054	49794.7	76232.0	58105.5	58105.5	ch1-2018-11-20_10-39-58_0000019.wav	26437.3	TR
2692	Spectrogram 1	1	949.450108961	949.490091491	0.040	50308.0	72638.6	65429.7	69335.9	ch1-2018-11-20_10-39-58_0000019.wav	22330.6	TR
2693	Spectrogram 1	1	949.599706520	950.052093133	0.452	26950.7	52618.1	28320.3	27832.0	ch1-2018-11-20_10-39-58_0000019.wav	25667.4	ST
2694	Spectrogram 1	1	950.337034863	950.379263603	0.042	47997.9	78542.1	53710.9	54199.2	ch1-2018-11-20_10-39-58_0000019.wav	30544.2	TR
2695	Spectrogram 1	1	950.590038813	950.638556940	0.049	44661.2	54158.1	52246.1	52734.4	ch1-2018-11-20_10-39-58_0000019.wav	9496.9	FM
2696	Spectrogram 1	1	950.949677771	950.982472431	0.033	66735.1	78798.8	73242.2	74218.8	ch1-2018-11-20_10-39-58_0000019.wav	12063.7	TR
2697	Spectrogram 1	1	951.061089767	951.097029121	0.036	49281.3	62115.0	58593.8	60058.6	ch1-2018-11-20_10-39-58_0000019.wav	12833.7	FM
2698	Spectrogram 1	1	951.290627631	951.309046550	0.018	47741.3	54671.5	53222.7	53710.9	ch1-2018-11-20_10-39-58_0000019.wav	6930.2	RP
2699	Spectrogram 1	1	951.705074103	951.736970280	0.032	53388.1	62371.7	60546.9	60058.6	ch1-2018-11-20_10-39-58_0000019.wav	8983.6	TR
2700	Spectrogram 1	1	951.896875646	951.940901354	0.044	53131.4	85472.3	60058.6	60058.6	ch1-2018-11-20_10-39-58_0000019.wav	32340.9	TR
2701	Spectrogram 1	1	953.853365092	953.911766541	0.058	51334.7	86755.6	71289.1	57617.2	ch1-2018-11-20_10-39-58_0000019.wav	35420.9	TR
2702	Spectrogram 1	1	953.996673264	954.024526263	0.028	62760.4	70328.5	64941.4	65429.7	ch1-2018-11-20_10-39-58_0000019.wav	7568.1	FM
2703	Spectrogram 1	1	954.547777225	954.639422576	0.092	40041.1	74692.0	61523.4	62011.7	ch1-2018-11-20_10-39-58_0000019.wav	34650.9	TR
2704	Spectrogram 1	1	954.670869510	954.681202075	0.010	58008.2	63911.7	62500.0	62988.3	ch1-2018-11-20_10-39-58_0000019.wav	5903.5	SH
2705	Spectrogram 1	1	954.736009589	954.765210314	0.029	46093.8	61088.3	49316.4	48828.1	ch1-2018-11-20_10-39-58_0000019.wav	14994.5	ST
2706	Spectrogram 1	1	954.817322376	954.844726133	0.027	66221.8	81622.2	73242.2	73730.5	ch1-2018-11-20_10-39-58_0000019.wav	15400.4	TR
2707	Spectrogram 1	1	954.985135035	955.012988034	0.028	45431.2	51848.0	50293.0	50293.0	ch1-2018-11-20_10-39-58_0000019.wav	6416.8	FL
2708	Spectrogram 1	1	955.273793770	955.352471968	0.079	35937.5	66735.1	60546.9	60546.9	ch1-2018-11-20_10-39-58_0000019.wav	30797.6	TR
2709	Spectrogram 1	1	955.374873202	955.379814863	0.005	40554.4	43121.1	41992.2	41992.2	ch1-2018-11-20_10-39-58_0000019.wav	2566.7	SH
2710	Spectrogram 1	1	955.464333206	955.516735336	0.052	36979.2	79055.4	41015.6	41503.9	ch1-2018-11-20_10-39-58_0000019.wav	42076.2	ST
2711	Spectrogram 1	1	955.545282999	955.549775418	0.004	55954.8	70585.2	62988.3	61523.4	ch1-2018-11-20_10-39-58_0000019.wav	14630.4	RP
2712	Spectrogram 1	1	955.715545687	956.285633683	0.570	27720.7	45944.6	30273.4	30761.7	ch1-2018-11-20_10-39-58_0000019.wav	18223.9	ST
2713	Spectrogram 1	1	956.404085723	956.890165479	0.486	24384.0	29517.5	26855.5	26855.5	ch1-2018-11-20_10-39-58_0000019.wav	5133.5	22-kHz call
2714	Spectrogram 1	1	957.016352945	957.347444239	0.331	23357.3	32340.9	26367.2	26367.2	ch1-2018-11-20_10-39-58_0000019.wav	8983.6	22-kHz call
2715	Spectrogram 1	1	957.492100137	957.523547072	0.031	44917.9	77515.4	50781.2	51269.5	ch1-2018-11-20_10-39-58_0000019.wav	32597.5	TR
2716	Spectrogram 1	1	957.636756035	957.698302178	0.062	29004.1	54671.5	31250.0	32226.6	ch1-2018-11-20_10-39-58_0000019.wav	25667.4	ST
2717	Spectrogram 1	1	958.365271407	958.424122099	0.059	42864.5	75975.4	54199.2	54199.2	ch1-2018-11-20_10-39-58_0000019.wav	33110.9	TR
2718	Spectrogram 1	1	958.461409178	959.096188010	0.635	23571.4	40714.3	27832.0	30273.4	ch1-2018-11-20_10-39-58_0000019.wav	17142.9	22-kHz call
2719	Spectrogram 1	1	959.339350242	959.387419127	0.048	39014.4	77002.1	51269.5	51269.5	ch1-2018-11-20_10-39-58_0000019.wav	37987.7	TR
2720	Spectrogram 1	1	960.012265123	960.039646208	0.027	39014.4	71098.6	50293.0	50293.0	ch1-2018-11-20_10-39-58_0000019.wav	32084.2	ST
2721	Spectrogram 1	1	961.626661131	961.646652397	0.020	56981.5	65451.7	63476.6	63476.6	ch1-2018-11-20_10-42-38_0000021.wav	8470.2	TR
2722	Spectrogram 1	1	962.907771274	962.956738643	0.049	50308.0	53901.4	52246.1	51757.8	ch1-2018-11-20_10-42-38_0000021.wav	3593.4	FL
2723	Spectrogram 1	1	964.634353240	964.665800174	0.031	65708.4	76232.0	72265.6	72265.6	ch1-2018-11-20_10-42-38_0000021.wav	10523.6	FM
2724	Spectrogram 1	1	964.766430364	964.772270509	0.006	57238.2	62885.0	61523.4	61035.2	ch1-2018-11-20_10-42-38_0000021.wav	5646.8	SH
2725	Spectrogram 1	1	965.863052581	965.869791210	0.007	56211.5	59291.6	58105.5	58105.5	ch1-2018-11-20_10-42-38_0000021.wav	3080.1	SH
2726	Spectrogram 1	1	966.044097075	966.054429639	0.010	49538.0	56981.5	55664.1	55664.1	ch1-2018-11-20_10-42-38_0000021.wav	7443.5	IU
2727	Spectrogram 1	1	969.894365208	969.899756111	0.005	56981.5	68531.8	62988.3	62500.0	ch1-2018-11-20_10-42-38_0000021.wav	11550.3	RP
2728	Spectrogram 1	1	970.096074829	970.113146022	0.017	61601.6	70841.9	68359.4	67871.1	ch1-2018-11-20_10-42-38_0000021.wav	9240.3	RP
2729	Spectrogram 1	1	970.710685674	970.715627335	0.005	68018.5	77002.1	71777.3	70312.5	ch1-2018-11-20_10-42-38_0000021.wav	8983.6	RP
2730	Spectrogram 1	1	971.312443967	971.316487145	0.004	66735.1	75975.4	72265.6	72265.6	ch1-2018-11-20_10-42-38_0000021.wav	9240.3	RP
2731	Spectrogram 1	1	976.686637837	976.692477982	0.006	59034.9	66991.8	62988.3	62500.0	ch1-2018-11-20_10-42-38_0000021.wav	7956.9	RP
2732	Spectrogram 1	1	977.254077381	977.291589081	0.038	56510.4	65195.1	62988.3	62500.0	ch1-2018-11-20_10-42-38_0000021.wav	8684.7	ST
2733	Spectrogram 1	1	977.856385927	977.932981674	0.077	47395.8	69045.2	53710.9	52734.4	ch1-2018-11-20_10-42-38_0000021.wav	21649.4	ST
2734	Spectrogram 1	1	977.964203987	978.004186518	0.040	35934.3	77772.1	72753.9	75683.6	ch1-2018-11-20_10-42-38_0000021.wav	41837.8	ST
2735	Spectrogram 1	1	978.211287043	978.232401413	0.021	49538.0	54414.8	52246.1	52734.4	ch1-2018-11-20_10-42-38_0000021.wav	4876.8	FL
2736	Spectrogram 1	1	979.421889591	979.434917607	0.013	68788.5	76488.7	72265.6	72265.6	ch1-2018-11-20_10-42-38_0000021.wav	7700.2	FM
